crop,state,season,soil_type,rainfall_mm,temperature_c,humidity_pct,fertilizer_kg_ha,area_hectares,yield_kg_per_ha
Maize,Haryana,Rabi,Alluvial,1471.2,15.3,35.6,232.5,73.33,2970.0
Groundnut,Madhya Pradesh,Zaid,Alluvial,967.4,33.8,93.0,322.6,4.76,3299.8
Cotton,Madhya Pradesh,Kharif,Sandy,1164.2,26.3,32.5,169.0,67.74,2928.2
Rice,Uttar Pradesh,Zaid,Laterite,695.2,30.3,79.0,112.5,41.76,2943.8
Groundnut,Bihar,Rabi,Black,1571.8,32.5,64.1,254.7,12.85,3284.8
Cotton,Madhya Pradesh,Kharif,Red,2407.6,24.5,54.0,282.8,42.28,3786.2
Soybean,Andhra Pradesh,Zaid,Laterite,1406.8,39.8,34.3,299.5,19.83,3004.4
Soybean,Madhya Pradesh,Zaid,Red,482.4,18.6,70.4,358.7,41.85,2864.7
Rice,Andhra Pradesh,Zaid,Laterite,1664.0,33.1,68.0,179.9,38.74,2848.9
Wheat,Maharashtra,Rabi,Alluvial,1048.5,15.1,48.3,76.4,73.97,1998.8
Rice,Haryana,Rabi,Sandy,2183.0,40.0,89.2,385.4,77.53,3249.1
Sugarcane,Haryana,Zaid,Red,1256.3,18.0,49.8,202.3,60.9,2834.3
Groundnut,Bihar,Zaid,Laterite,724.2,17.6,59.2,268.1,2.76,2732.2
Maize,Madhya Pradesh,Rabi,Sandy,720.4,24.0,65.3,283.2,93.14,3406.2
Wheat,Madhya Pradesh,Zaid,Red,1991.3,25.1,36.5,241.3,68.78,3648.3
Rice,Karnataka,Zaid,Black,884.3,20.8,90.6,121.8,3.9,2887.9
Cotton,Punjab,Rabi,Laterite,1987.9,30.8,54.3,314.3,81.97,3571.0
Wheat,Maharashtra,Zaid,Black,753.0,27.0,35.3,331.3,20.43,3390.6
Groundnut,Haryana,Zaid,Alluvial,1007.7,15.9,55.2,243.5,58.13,2841.8
Wheat,Maharashtra,Zaid,Black,1324.1,23.6,69.0,221.0,46.93,3056.0
Groundnut,Haryana,Rabi,Black,2375.0,36.9,63.4,89.9,42.27,3330.4
Rice,Maharashtra,Zaid,Laterite,2349.8,33.6,75.1,79.4,89.03,3095.9
Groundnut,Uttar Pradesh,Rabi,Alluvial,755.1,34.6,33.6,168.8,44.02,2438.7
Wheat,Andhra Pradesh,Rabi,Black,1088.1,33.8,48.5,158.8,8.0,2865.9
Cotton,Haryana,Kharif,Sandy,628.7,23.4,83.2,383.8,94.69,3497.9
Soybean,Maharashtra,Kharif,Red,1422.0,17.7,35.2,324.3,92.09,3136.0
Wheat,Madhya Pradesh,Zaid,Black,1313.3,22.4,85.6,281.0,68.6,3133.0
Groundnut,Punjab,Rabi,Alluvial,2281.7,37.5,36.0,231.2,47.06,3238.2
Soybean,Uttar Pradesh,Kharif,Black,2346.0,41.5,84.2,108.6,9.74,2417.9
Groundnut,Uttar Pradesh,Zaid,Red,1143.8,28.3,53.5,392.5,79.18,3300.7
Cotton,Punjab,Kharif,Alluvial,1381.8,15.3,69.8,181.3,8.01,2218.2
Groundnut,Maharashtra,Kharif,Laterite,2271.7,18.8,39.9,87.4,7.33,2672.0
Rice,Madhya Pradesh,Rabi,Alluvial,2074.8,23.7,34.3,222.8,53.97,3501.6
Maize,Bihar,Rabi,Laterite,308.0,30.6,44.0,355.9,16.43,3341.1
Wheat,Punjab,Kharif,Alluvial,1004.1,17.0,38.3,360.6,1.27,2521.3
Maize,Maharashtra,Kharif,Red,1227.9,40.5,50.3,53.8,42.6,2069.5
Groundnut,Punjab,Rabi,Red,805.4,24.9,63.4,360.2,14.15,3128.2
Cotton,Punjab,Zaid,Alluvial,739.1,39.6,68.3,145.0,16.47,2311.4
Wheat,Haryana,Rabi,Black,383.1,36.1,81.3,63.6,8.15,2105.9
Groundnut,Maharashtra,Kharif,Red,1715.4,35.4,72.7,346.7,20.91,3287.1
Soybean,Bihar,Zaid,Laterite,877.5,31.4,69.6,352.4,71.69,3543.4
Sugarcane,Andhra Pradesh,Kharif,Laterite,415.2,31.9,56.8,258.7,80.99,2788.7
Groundnut,Haryana,Zaid,Sandy,808.2,32.2,60.8,251.1,45.53,2980.8
Maize,Punjab,Kharif,Laterite,2064.2,32.0,56.9,334.6,50.9,3310.0
Wheat,Andhra Pradesh,Zaid,Sandy,2173.3,30.0,84.7,325.2,3.75,4106.8
Maize,Karnataka,Zaid,Alluvial,1362.7,41.6,45.0,361.5,7.4,2818.7
Wheat,Andhra Pradesh,Kharif,Alluvial,1215.4,34.8,30.4,243.5,26.13,2957.7
Groundnut,Punjab,Zaid,Alluvial,2451.3,36.0,72.3,388.7,54.62,3545.5
Rice,Punjab,Rabi,Black,741.2,38.6,43.2,398.7,74.09,3107.3
Soybean,Madhya Pradesh,Kharif,Black,773.8,20.8,87.9,90.8,60.7,2409.2
Groundnut,Maharashtra,Rabi,Sandy,942.1,17.3,85.8,347.3,39.52,2835.6
Maize,Maharashtra,Kharif,Laterite,680.1,28.0,35.0,224.9,12.27,3401.7
Sugarcane,Haryana,Zaid,Laterite,1134.6,28.9,36.9,185.6,78.19,2884.1
Sugarcane,Bihar,Zaid,Alluvial,2303.8,37.4,62.2,264.6,36.7,3477.3
Cotton,Haryana,Zaid,Red,1653.8,27.0,69.6,69.6,73.74,3151.5
Wheat,Uttar Pradesh,Kharif,Black,1206.3,30.4,47.9,227.3,51.54,3243.2
Maize,Punjab,Rabi,Black,2355.7,29.2,76.6,354.8,74.0,4107.9
Cotton,Andhra Pradesh,Rabi,Alluvial,406.6,16.0,68.7,124.7,90.78,2039.5
Maize,Karnataka,Kharif,Black,762.6,31.6,51.1,199.2,92.14,2945.7
Wheat,Punjab,Kharif,Alluvial,1545.0,37.4,31.6,378.8,53.74,3211.8
Groundnut,Punjab,Rabi,Sandy,1654.2,19.3,78.8,200.0,51.4,3317.6
Groundnut,Haryana,Rabi,Laterite,387.0,31.0,44.0,175.4,26.94,2416.3
Sugarcane,Karnataka,Rabi,Red,1186.7,31.0,84.2,204.2,93.61,3396.3
Groundnut,Karnataka,Rabi,Laterite,1728.1,19.4,57.3,231.8,46.06,3240.2
Groundnut,Karnataka,Kharif,Laterite,1835.8,18.3,67.5,271.2,13.2,3287.3
Rice,Haryana,Kharif,Sandy,1703.9,41.5,86.7,330.2,43.55,3084.7
Sugarcane,Punjab,Zaid,Black,1005.2,25.6,86.1,208.2,13.14,3134.5
Cotton,Haryana,Rabi,Red,505.7,21.1,54.1,336.1,50.5,2596.0
Soybean,Maharashtra,Zaid,Black,1239.6,19.6,43.6,236.8,56.35,2853.5
Rice,Maharashtra,Kharif,Laterite,583.3,33.0,80.4,168.5,34.11,2571.1
Cotton,Haryana,Kharif,Alluvial,2384.8,31.5,58.2,280.3,7.63,3623.0
Wheat,Karnataka,Zaid,Laterite,1345.4,32.4,42.5,301.2,94.38,3074.4
Rice,Madhya Pradesh,Rabi,Black,998.0,17.4,88.8,245.3,77.45,2619.0
Cotton,Punjab,Rabi,Laterite,1985.9,39.1,42.9,69.8,83.97,2359.3
Wheat,Haryana,Rabi,Alluvial,1395.5,25.5,31.7,109.5,37.0,2420.4
Sugarcane,Haryana,Rabi,Sandy,982.1,23.5,31.3,149.9,76.2,2898.5
Soybean,Haryana,Zaid,Black,2086.3,27.5,70.5,148.9,48.79,3860.9
Wheat,Madhya Pradesh,Zaid,Laterite,2207.7,25.5,73.0,285.7,20.51,3907.2
Groundnut,Madhya Pradesh,Kharif,Black,1780.6,38.3,50.2,56.4,12.88,2431.2
Maize,Uttar Pradesh,Rabi,Sandy,403.3,40.1,50.8,314.5,34.83,2358.2
Wheat,Maharashtra,Rabi,Laterite,1545.9,23.2,52.1,142.9,14.19,2932.0
Wheat,Andhra Pradesh,Rabi,Laterite,1979.2,38.3,74.2,158.5,99.83,2895.4
Soybean,Karnataka,Zaid,Black,600.3,36.1,33.8,234.8,5.39,2592.8
Maize,Bihar,Rabi,Black,803.1,40.1,90.4,125.6,44.39,2002.2
Groundnut,Madhya Pradesh,Zaid,Alluvial,2241.5,21.6,44.5,359.6,45.48,4062.9
Cotton,Andhra Pradesh,Rabi,Sandy,344.3,30.6,95.0,79.9,30.41,2291.7
Cotton,Madhya Pradesh,Rabi,Alluvial,1956.0,22.4,41.1,205.5,57.35,3407.3
Wheat,Karnataka,Kharif,Laterite,1342.3,37.3,80.2,347.3,15.42,3197.5
Maize,Bihar,Rabi,Black,1282.9,15.1,44.5,265.5,78.5,2864.3
Maize,Uttar Pradesh,Rabi,Laterite,315.6,30.3,35.3,152.3,33.58,2655.7
Groundnut,Haryana,Kharif,Laterite,2102.7,24.2,86.9,197.3,59.34,3449.1
Soybean,Uttar Pradesh,Zaid,Red,1091.6,23.7,85.8,297.3,71.71,3296.0
Sugarcane,Madhya Pradesh,Zaid,Red,1489.7,32.4,56.2,390.6,88.96,3651.8
Cotton,Uttar Pradesh,Rabi,Laterite,1790.1,38.0,75.7,362.6,83.66,3121.9
Soybean,Andhra Pradesh,Zaid,Black,1845.8,31.4,66.2,169.9,61.03,3148.7
Rice,Punjab,Rabi,Laterite,2403.2,38.0,85.4,399.4,39.15,3355.4
Cotton,Madhya Pradesh,Kharif,Red,1468.9,22.1,50.5,51.2,50.57,2511.0
Soybean,Madhya Pradesh,Kharif,Black,1179.4,29.0,64.0,59.7,76.99,2826.6
Cotton,Andhra Pradesh,Rabi,Laterite,2398.1,27.2,61.5,338.3,87.82,4046.3
Sugarcane,Maharashtra,Kharif,Sandy,1712.6,15.3,53.0,119.8,10.83,1943.1
Rice,Bihar,Kharif,Sandy,955.9,30.0,87.9,71.3,38.79,2776.3
Sugarcane,Haryana,Rabi,Laterite,578.2,32.9,40.8,133.0,77.72,2680.7
Groundnut,Andhra Pradesh,Rabi,Black,2153.6,31.0,39.7,199.1,43.45,3401.4
Rice,Bihar,Kharif,Laterite,1096.8,34.9,67.5,305.7,33.56,3042.1
Wheat,Karnataka,Zaid,Laterite,1753.0,30.4,72.7,268.5,41.43,3478.9
Soybean,Bihar,Zaid,Red,1335.8,16.8,42.7,133.2,60.48,2260.1
Rice,Karnataka,Rabi,Sandy,737.6,18.1,55.4,226.1,99.98,2413.6
Groundnut,Andhra Pradesh,Rabi,Red,1623.7,31.1,91.5,374.2,49.55,3846.1
Groundnut,Madhya Pradesh,Zaid,Red,433.5,22.4,46.0,335.3,21.25,3455.7
Sugarcane,Madhya Pradesh,Kharif,Laterite,1209.4,17.2,73.4,163.1,16.7,2374.6
Cotton,Maharashtra,Zaid,Red,1502.6,26.6,78.1,393.8,4.71,3746.4
Rice,Andhra Pradesh,Zaid,Sandy,1259.3,30.0,59.1,298.0,56.1,3396.5
Soybean,Karnataka,Zaid,Red,1947.1,23.9,90.9,71.9,54.68,3008.8
Rice,Bihar,Zaid,Sandy,2121.4,34.5,77.9,62.3,20.92,3249.5
Maize,Bihar,Rabi,Red,1996.7,32.4,59.8,108.9,69.69,2680.2
Cotton,Karnataka,Rabi,Sandy,385.4,24.0,67.0,304.7,74.24,2930.3
Soybean,Uttar Pradesh,Kharif,Red,727.1,35.4,75.0,114.3,26.28,2692.9
Soybean,Maharashtra,Kharif,Red,1480.5,32.5,68.5,229.0,34.74,3209.5
Wheat,Punjab,Kharif,Black,2356.6,32.2,87.1,82.6,99.05,3157.8
Sugarcane,Madhya Pradesh,Kharif,Sandy,2136.9,29.9,53.2,372.3,37.74,4014.4
Wheat,Haryana,Zaid,Sandy,2153.6,15.3,49.5,170.4,76.2,2811.6
Soybean,Bihar,Rabi,Sandy,967.1,33.8,43.9,367.8,45.55,3311.7
Cotton,Haryana,Rabi,Alluvial,1244.8,25.2,32.5,380.7,79.44,3346.3
Rice,Punjab,Kharif,Red,1335.6,40.5,32.8,52.1,77.02,2079.1
Rice,Andhra Pradesh,Kharif,Sandy,646.2,37.1,86.6,212.4,66.94,2556.1
Cotton,Haryana,Zaid,Alluvial,368.3,30.9,74.1,58.6,85.55,2624.1
Soybean,Punjab,Zaid,Black,2383.2,21.8,72.9,368.0,93.95,4197.2
Groundnut,Madhya Pradesh,Kharif,Sandy,829.6,20.5,70.0,231.4,58.21,2318.0
Rice,Karnataka,Rabi,Sandy,827.9,24.2,85.2,76.2,24.13,2727.0
Groundnut,Uttar Pradesh,Rabi,Alluvial,483.4,27.9,61.2,88.6,40.16,2251.3
Rice,Madhya Pradesh,Rabi,Red,2342.7,23.0,86.6,184.2,75.95,4020.4
Rice,Bihar,Kharif,Black,1575.4,28.9,53.4,379.1,65.26,3640.3
Sugarcane,Punjab,Rabi,Sandy,1767.5,19.5,90.2,292.5,18.19,3494.0
Sugarcane,Haryana,Zaid,Red,2305.5,41.4,75.4,353.7,5.6,3128.0
Maize,Bihar,Zaid,Black,1060.4,17.9,46.7,178.3,68.45,2340.7
Wheat,Uttar Pradesh,Kharif,Laterite,1667.3,40.2,66.7,65.1,25.48,2105.7
Cotton,Karnataka,Zaid,Laterite,385.4,39.7,64.6,391.0,50.22,2962.2
Cotton,Andhra Pradesh,Kharif,Black,710.9,29.2,39.0,56.0,74.8,2725.4
Cotton,Bihar,Rabi,Alluvial,2128.7,34.6,68.4,381.7,56.49,4183.7
Maize,Andhra Pradesh,Rabi,Black,1986.9,26.8,50.5,179.0,8.79,3397.3
Sugarcane,Punjab,Rabi,Black,1071.4,32.0,33.4,53.5,18.97,2639.7
Soybean,Uttar Pradesh,Zaid,Alluvial,1129.0,24.2,91.7,291.2,22.32,3328.8
Groundnut,Haryana,Kharif,Alluvial,1473.8,23.1,71.7,393.2,26.16,3611.7
Groundnut,Uttar Pradesh,Rabi,Red,300.5,30.6,87.0,388.0,56.76,3108.6
Soybean,Uttar Pradesh,Kharif,Red,830.7,28.4,73.9,106.3,50.64,2835.7
Maize,Maharashtra,Rabi,Alluvial,758.1,30.6,53.2,113.4,20.71,2553.6
Soybean,Uttar Pradesh,Zaid,Laterite,851.1,22.7,63.3,247.9,7.22,3100.3
Cotton,Uttar Pradesh,Zaid,Laterite,2073.0,24.9,73.9,273.1,17.56,3719.8
Wheat,Madhya Pradesh,Kharif,Black,915.3,17.3,92.4,308.8,98.45,2896.7
Rice,Bihar,Zaid,Sandy,721.3,16.4,46.5,113.4,47.12,2375.0
Groundnut,Haryana,Zaid,Black,1409.4,21.8,86.9,385.7,86.8,3591.4
Sugarcane,Madhya Pradesh,Kharif,Black,2204.4,17.0,90.1,273.6,84.95,3382.7
Sugarcane,Madhya Pradesh,Rabi,Sandy,831.0,17.8,73.6,346.5,51.4,3309.6
Maize,Bihar,Zaid,Alluvial,472.8,36.9,90.5,239.0,70.82,2919.2
Sugarcane,Bihar,Kharif,Laterite,1084.1,16.0,55.9,195.0,19.68,2605.3
Cotton,Punjab,Zaid,Black,1944.8,32.8,91.9,392.0,69.0,3857.7
Groundnut,Bihar,Zaid,Sandy,1511.5,22.4,75.7,253.7,27.6,3352.8
Soybean,Maharashtra,Zaid,Red,2096.9,38.5,32.7,353.4,83.29,3002.2
Cotton,Maharashtra,Zaid,Black,2411.1,28.1,88.9,383.7,8.83,4290.2
Maize,Madhya Pradesh,Kharif,Laterite,2043.9,23.3,61.5,286.4,77.43,3660.1
Cotton,Andhra Pradesh,Kharif,Alluvial,1628.4,29.0,59.9,242.1,10.44,3436.3
Soybean,Punjab,Kharif,Black,1385.4,25.3,66.8,51.2,88.18,3052.0
Wheat,Andhra Pradesh,Zaid,Black,388.2,30.2,39.7,64.0,30.77,2167.9
Maize,Andhra Pradesh,Zaid,Sandy,2465.5,18.1,60.5,120.3,65.61,3304.6
Wheat,Madhya Pradesh,Zaid,Red,1143.7,41.9,84.0,115.1,49.01,2209.0
Rice,Karnataka,Kharif,Red,634.9,26.5,31.0,139.2,36.95,2669.4
Wheat,Madhya Pradesh,Zaid,Alluvial,1766.8,24.4,47.7,156.7,64.72,3147.3
Rice,Haryana,Rabi,Laterite,925.4,34.2,30.2,176.0,94.78,2806.1
Rice,Haryana,Zaid,Alluvial,1588.7,24.8,57.0,197.2,4.61,3553.3
Wheat,Bihar,Rabi,Black,1590.9,37.5,77.3,84.6,91.93,2649.1
Maize,Bihar,Zaid,Black,1280.6,27.3,81.9,64.8,61.1,2946.2
Soybean,Karnataka,Kharif,Red,2139.5,34.4,91.4,285.9,80.83,3641.8
Cotton,Bihar,Zaid,Laterite,882.9,17.9,69.6,238.1,38.7,3003.5
Cotton,Haryana,Rabi,Sandy,1287.0,37.8,46.6,205.5,47.45,2609.7
Soybean,Andhra Pradesh,Rabi,Laterite,1482.9,34.9,90.1,272.1,86.95,3302.0
Groundnut,Madhya Pradesh,Zaid,Black,1760.0,20.7,80.4,339.7,41.78,3821.8
Groundnut,Uttar Pradesh,Rabi,Sandy,2024.7,18.9,67.3,199.7,53.7,3128.6
Rice,Maharashtra,Rabi,Laterite,1168.6,23.5,75.2,274.4,2.51,3507.0
Rice,Uttar Pradesh,Kharif,Laterite,1721.3,41.4,90.1,383.8,16.28,2844.2
Maize,Uttar Pradesh,Zaid,Sandy,631.3,21.9,76.3,343.9,64.35,3116.1
Sugarcane,Haryana,Zaid,Black,2351.8,27.3,53.9,199.1,71.84,3894.9
Wheat,Uttar Pradesh,Zaid,Laterite,1142.7,15.8,76.3,275.7,58.47,2497.1
Rice,Madhya Pradesh,Rabi,Sandy,1904.9,25.7,32.6,112.0,14.76,3083.6
Cotton,Karnataka,Zaid,Black,344.8,30.4,55.1,246.2,44.82,2940.6
Maize,Punjab,Zaid,Sandy,751.4,40.7,56.4,393.5,35.83,2444.8
Wheat,Bihar,Kharif,Sandy,1371.6,29.0,40.8,231.4,49.82,3162.4
Maize,Punjab,Kharif,Laterite,2232.2,37.1,31.5,374.7,87.1,3531.1
Wheat,Andhra Pradesh,Kharif,Black,1460.0,29.8,38.7,192.6,77.7,3175.0
Wheat,Madhya Pradesh,Rabi,Laterite,2345.7,16.1,72.6,399.6,8.86,3703.1
Soybean,Madhya Pradesh,Zaid,Alluvial,1364.4,23.5,82.1,252.7,89.09,3631.3
Rice,Maharashtra,Kharif,Alluvial,1379.0,30.5,94.2,64.8,47.44,2792.8
Maize,Madhya Pradesh,Kharif,Black,563.4,40.7,52.5,255.4,74.51,2241.4
Maize,Bihar,Kharif,Sandy,2065.8,38.2,69.0,146.1,14.43,3013.5
Soybean,Madhya Pradesh,Zaid,Laterite,843.3,21.2,90.9,61.4,67.24,2833.2
Cotton,Uttar Pradesh,Zaid,Laterite,2279.1,20.9,40.9,337.3,24.01,3772.2
Cotton,Maharashtra,Zaid,Black,2303.8,20.4,76.6,146.5,44.12,3289.5
Groundnut,Bihar,Rabi,Black,2375.3,39.9,79.1,328.8,2.18,3433.7
Rice,Karnataka,Rabi,Alluvial,1444.5,38.0,35.8,150.9,15.59,2694.9
Rice,Karnataka,Kharif,Red,1789.6,35.9,86.0,118.0,9.66,2769.5
Sugarcane,Karnataka,Zaid,Black,2012.7,25.6,82.9,390.9,24.35,4040.7
Soybean,Karnataka,Kharif,Red,588.2,28.6,32.2,176.6,10.45,3063.2
Cotton,Uttar Pradesh,Zaid,Black,1622.1,27.5,35.9,260.5,69.35,3365.3
Wheat,Madhya Pradesh,Zaid,Sandy,375.5,21.8,33.2,263.5,3.39,2744.8
Maize,Punjab,Zaid,Sandy,1394.6,28.6,51.8,246.2,61.97,3278.0
Rice,Bihar,Rabi,Alluvial,640.7,15.8,63.1,370.1,14.5,2166.8
Maize,Uttar Pradesh,Rabi,Alluvial,702.4,18.6,64.6,286.1,94.54,2748.4
Maize,Karnataka,Zaid,Red,1103.1,38.9,47.4,191.3,93.34,2523.9
Sugarcane,Andhra Pradesh,Kharif,Black,1251.4,35.3,89.3,351.8,22.94,3279.3
Cotton,Madhya Pradesh,Zaid,Laterite,1671.0,26.4,53.9,113.4,61.63,2870.2
Rice,Punjab,Zaid,Alluvial,463.7,29.0,33.0,240.5,3.29,2704.8
Maize,Andhra Pradesh,Kharif,Laterite,1408.1,25.0,49.5,382.7,93.21,3776.1
Rice,Maharashtra,Zaid,Laterite,701.8,35.0,64.5,268.9,52.54,3295.9
Wheat,Andhra Pradesh,Kharif,Black,1562.7,36.2,56.5,335.9,4.8,3577.0
Sugarcane,Maharashtra,Rabi,Red,1702.3,35.6,47.8,278.7,34.58,2962.9
Wheat,Maharashtra,Rabi,Black,1524.8,34.5,38.5,343.8,8.15,3544.0
Rice,Karnataka,Kharif,Alluvial,1924.3,20.5,83.2,380.6,39.6,3558.6
Groundnut,Maharashtra,Rabi,Laterite,1038.3,24.1,94.7,145.5,67.16,2871.9
Rice,Haryana,Rabi,Black,1983.2,27.7,51.4,109.4,47.25,3128.1
Cotton,Bihar,Kharif,Black,1252.1,23.9,54.8,219.4,38.68,3272.2
Maize,Bihar,Rabi,Black,1365.2,35.4,70.2,295.7,12.36,3415.0
Maize,Karnataka,Zaid,Alluvial,1725.8,23.9,76.7,129.5,24.87,3140.3
Wheat,Haryana,Zaid,Red,340.4,18.7,55.5,51.4,10.46,1985.5
Sugarcane,Andhra Pradesh,Kharif,Black,1738.8,25.8,88.8,170.0,80.85,3455.1
Groundnut,Uttar Pradesh,Rabi,Alluvial,1660.9,41.5,66.4,389.1,13.96,3044.4
Soybean,Andhra Pradesh,Zaid,Laterite,981.7,21.1,59.3,293.2,59.74,3300.7
Maize,Madhya Pradesh,Zaid,Sandy,488.7,31.5,72.0,190.5,34.6,2568.6
Cotton,Uttar Pradesh,Rabi,Alluvial,500.1,26.7,91.9,117.4,22.98,2764.8
Wheat,Maharashtra,Rabi,Sandy,2331.1,16.9,81.6,174.6,64.13,2786.3
Wheat,Punjab,Zaid,Black,1816.4,28.2,32.6,109.4,45.97,3087.6
Soybean,Uttar Pradesh,Zaid,Black,579.6,34.0,51.6,87.2,40.31,2381.9
Cotton,Punjab,Kharif,Alluvial,1084.8,28.9,60.6,367.4,59.49,3521.1
Sugarcane,Bihar,Kharif,Sandy,1603.5,38.5,50.4,399.2,49.38,3074.5
Cotton,Punjab,Zaid,Black,2138.3,22.8,75.5,107.4,30.7,2917.8
Sugarcane,Bihar,Kharif,Laterite,396.1,17.3,83.7,69.1,56.13,1594.0
Cotton,Haryana,Zaid,Red,820.6,40.3,77.5,165.4,67.12,2193.2
Cotton,Haryana,Zaid,Red,2257.4,25.2,94.3,211.6,3.16,3589.8
Rice,Karnataka,Kharif,Black,320.2,30.6,47.7,121.7,46.85,2407.4
Wheat,Karnataka,Kharif,Sandy,743.1,36.4,86.9,155.5,6.24,2859.6
